"","age","inc","mortgage","ccAvg","MaxCC","MinCC","sdCC","usage","family","edu","mortS","cc","cd","online","securities","infoReq","loan"
"4897","2"," 2","1"," 1","5","2","3"," 3","2","2","0","1","0","0","0","Email","0"
"4508","3"," 2","4"," 1","2","1","1"," 3","4","1","1","1","0","0","0","Email","0"
"4450","3"," 2","1"," 3","2","5","4"," 3","4","3","0","0","0","1","0","Email","0"
"1270","5"," 9","5"," 3","3","3","3"," 8","3","3","1","1","1","1","0","Ph","1"
"3285","1"," 1","4"," 3","3","3","3"," 3","4","1","0","0","0","0","1","Email","0"
"4529","4"," 4","1"," 1","5","2","3"," 3","4","1","0","0","0","1","0","Ph","0"
"3485","1"," 2","1"," 1","2","5","3"," 1","4","2","0","0","0","0","0","Email","0"
"1919","5"," 5","1"," 2","5","3","4"," 1","1","3","0","0","0","0","0","Ph","0"
"3043","4"," 4","1"," 4","4","5","3"," 3","1","2","0","0","0","1","0","Email","0"
"3847","5"," 3","1"," 3","3","5","4"," 1","1","2","0","0","0","0","0","Ph","0"
"4139","3"," 5","4"," 3","2","2","3"," 3","2","2","1","0","0","1","0","Email","0"
"1898","4"," 3","1"," 1","1","1","2"," 1","3","3","0","0","0","0","0","Email","0"
"2631","2","12","1"," 2","4","5","2"," 1","1","1","0","0","0","0","0","Email","0"
"1358","1"," 6","5"," 3","5","2","4"," 6","3","1","1","1","0","1","0","Ph","0"
"313","1"," 3","1"," 4","5","5","3"," 3","3","1","0","1","0","0","0","Ph","0"
"1723","4"," 4","1"," 1","2","1","1"," 3","2","2","0","1","0","0","0","Email","0"
"4439","3"," 3","1"," 2","3","5","2"," 3","2","1","0","0","0","1","0","Email","0"
"4470","2"," 2","1"," 3","4","2","4"," 3","3","3","0","0","0","1","0","Email","0"
"2730","4"," 1","1"," 3","3","5","4"," 1","1","1","0","0","0","0","0","Email","0"
"622","3"," 2","4"," 1","2","1","1"," 3","1","3","1","0","0","1","0","Email","0"
"4611","3"," 1","1"," 1","3","4","2"," 3","3","2","0","0","0","1","0","Ph","0"
"148","4"," 6","5"," 1","1","2","1"," 3","4","1","1","0","0","1","0","Email","0"
"4679","5"," 1","1"," 2","3","2","2"," 3","1","3","0","0","0","1","0","Email","0"
"4049","1"," 5","1"," 1","4","2","5"," 6","2","1","0","1","0","1","0","Email","0"
"3696","5"," 3","4"," 1","4","4","4"," 3","2","3","0","0","0","1","0","Email","0"
"4387","5"," 4","1"," 1","5","2","3"," 1","1","3","0","0","0","0","0","Email","0"
"884","1"," 2","1"," 3","3","5","3"," 4","4","2","0","0","0","1","0","Ph","0"
"2747","4","13","5"," 3","4","5","2"," 1","2","2","1","0","0","0","0","Ph","1"
"2040","4"," 5","4"," 3","4","5","3"," 3","4","2","1","0","0","1","0","Email","0"
"3349","1"," 8","5"," 3","5","5","3","10","1","2","1","1","1","1","1","Email","0"
"342","3"," 8","1"," 3","4","5","4"," 3","2","1","0","1","0","0","0","Email","0"
"3580","1"," 4","4"," 1","3","5","3"," 6","2","1","0","1","0","1","0","Ph","0"
"3970","5"," 1","1"," 2","3","4","2","10","3","1","0","1","1","1","1","Email","0"
"2501","5"," 3","1"," 1","5","3","5"," 6","1","2","0","1","0","1","0","Email","0"
"4276","4"," 3","1"," 1","1","2","1"," 6","4","1","0","1","0","1","0","Email","0"
"3092","5"," 8","4"," 1","1","1","1"," 3","1","1","0","1","0","0","0","Ph","0"
"1622","2","12","1"," 3","5","4","5"," 1","2","1","0","0","0","0","0","Email","0"
"1139","3"," 5","1"," 3","2","3","5"," 1","4","1","0","0","0","0","0","Email","0"
"498","4"," 3","1"," 1","1","1","1"," 3","3","2","0","0","0","1","0","Email","0"
"1531","5"," 3","1"," 1","1","1","2"," 6","4","1","0","1","0","1","0","Ph","0"
"3911","1"," 3","1"," 2","5","4","4"," 3","1","1","0","0","0","1","0","Email","0"
"3679","2"," 4","5"," 1","4","4","4"," 3","3","1","1","1","0","0","0","Email","0"
"1097","2"," 1","1"," 3","5","5","4"," 3","1","1","0","0","0","1","0","Email","0"
"2831","2"," 4","4"," 3","3","4","5"," 3","2","2","0","1","0","0","0","Email","0"
"3152","4"," 4","5"," 1","1","1","1"," 1","3","1","1","0","0","0","0","Email","0"
"250","2"," 2","4"," 2","4","4","4"," 1","3","2","1","0","0","0","0","Email","0"
"1056","1"," 1","4"," 1","1","2","1"," 6","1","2","0","1","0","1","0","Email","0"
"120","1"," 8","5"," 1","1","1","1"," 1","1","1","1","0","0","0","0","Email","0"
"67","5"," 7","5"," 6","3","4","5"," 1","2","1","1","0","0","0","0","Ph","0"
"3010","3"," 5","1"," 3","4","2","4"," 3","4","3","0","0","0","1","0","Email","0"
"3317","3"," 2","1"," 2","3","2","4"," 1","2","1","0","0","0","0","0","Email","0"
"4727","4"," 3","5"," 2","5","4","4"," 3","3","1","1","0","0","1","0","Ph","0"
"3247","5"," 1","1"," 2","2","3","5"," 3","3","3","0","0","0","1","0","Ph","0"
"4590","2"," 4","4"," 4","5","3","4"," 3","1","1","0","0","0","1","0","Email","0"
"1889","4"," 2","4"," 2","4","5","2"," 6","4","1","0","1","0","1","0","Email","0"
"4135","4"," 6","4"," 2","3","2","3"," 4","1","3","1","0","0","1","0","Ph","0"
"2116","2"," 3","5"," 1","5","4","5"," 3","4","1","1","1","0","0","0","Email","0"
"2570","2"," 3","1"," 1","1","1","1"," 3","3","3","0","0","0","1","0","Email","0"
"4011","2"," 6","1"," 1","2","3","5"," 3","4","3","0","0","0","1","0","Email","0"
"777","5"," 6","1"," 8","5","4","3"," 3","2","2","0","0","0","1","0","Email","0"
"1978","1"," 1","1"," 1","1","2","2"," 1","2","1","0","0","0","0","0","Ph","0"
"638","5"," 2","1"," 1","2","1","1"," 6","2","3","0","1","0","1","0","Email","0"
"2821","2"," 6","1"," 1","1","1","1"," 6","4","2","0","1","0","1","0","Email","0"
"4839","4"," 9","4"," 1","1","1","1"," 3","2","1","0","0","0","1","0","Email","0"
"542","5"," 4","4"," 1","1","1","2"," 3","3","1","1","1","0","0","0","Email","0"
"3122","2"," 1","1"," 8","2","5","5"," 6","2","2","0","1","0","0","1","Email","0"
"4852","2"," 4","1"," 2","4","4","3"," 4","2","3","0","0","0","1","0","Email","0"
"3543","2","11","1"," 5","3","5","4"," 1","1","1","0","0","0","0","0","Email","0"
"3356","2"," 3","4"," 6","4","2","3"," 1","2","2","0","0","0","0","0","Email","0"
"655","2"," 6","5"," 2","4","4","4"," 1","1","3","1","0","0","0","0","Ph","0"
"1429","4"," 5","4"," 6","2","5","4"," 3","2","2","0","1","0","0","0","Email","0"
"2283","2"," 5","1"," 4","5","5","4"," 3","3","2","0","0","0","1","0","Email","0"
"2497","5","12","1"," 2","5","2","4"," 3","2","2","0","0","0","1","0","Email","1"
"2104","3","12","1"," 1","3","2","5"," 1","2","3","0","0","0","0","0","Ph","1"
"3725","2"," 5","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"4398","3"," 5","4"," 4","5","2","4"," 3","4","3","1","0","0","1","0","Email","0"
"1619","5","11","5"," 1","2","1","1"," 1","1","1","1","0","0","0","0","Email","0"
"353","4"," 4","1"," 2","2","3","4"," 3","4","2","0","0","0","1","0","Email","0"
"3933","4"," 4","1"," 6","3","3","3"," 3","3","3","0","0","0","1","0","Ph","0"
"1656","2"," 2","1"," 2","3","5","5"," 3","1","1","0","0","0","1","0","Email","0"
"4676","5"," 5","1"," 1","1","1","1"," 6","3","2","0","1","0","1","0","Email","0"
"4101","1"," 4","4"," 3","5","4","3"," 3","3","2","1","0","0","1","0","Email","0"
"4672","4","10","1"," 1","1","1","1"," 1","2","1","0","0","0","0","0","Ph","0"
"3886","3","15","1"," 3","4","3","3"," 8","2","1","0","1","1","1","0","Email","0"
"4455","1"," 4","1"," 8","4","3","5"," 8","3","3","0","1","1","1","0","Email","0"
"4616","1"," 9","5"," 1","1","1","1"," 3","1","2","1","0","0","1","0","Ph","1"
"2911","4"," 2","4"," 4","3","5","5"," 3","3","1","1","0","0","1","0","Email","0"
"1307","5"," 1","1"," 3","5","4","4"," 1","3","3","0","0","0","0","0","Email","0"
"392","4"," 3","1"," 1","4","2","3"," 3","4","3","0","0","0","1","0","Email","0"
"4539","5"," 1","1"," 6","4","3","3"," 3","1","2","0","0","0","1","0","Ph","0"
"3337","2"," 1","1"," 4","3","3","4"," 8","4","1","0","1","1","1","0","Email","0"
"2939","3"," 2","1"," 5","2","3","3"," 6","3","2","0","1","0","1","0","Email","0"
"1788","3"," 8","1"," 3","4","2","4"," 8","1","1","0","1","1","1","0","Ph","0"
"1550","2"," 2","1"," 4","1","3","3"," 6","3","1","0","0","0","1","1","Email","0"
"1118","1"," 3","5"," 3","2","3","3"," 3","3","2","1","1","0","0","0","Ph","0"
"3816","3"," 9","1"," 3","4","5","3"," 1","1","1","0","0","0","0","0","Email","0"
"3612","4"," 4","1"," 2","5","4","5"," 4","4","2","0","1","0","1","0","Email","0"
"4744","5","10","1"," 1","1","2","1"," 3","2","1","0","0","0","1","0","Email","0"
"3188","4"," 2","1"," 1","1","1","1"," 1","3","1","0","0","0","0","0","Email","0"
"4565","4"," 3","1"," 4","5","4","3"," 6","2","3","0","1","0","1","0","Email","0"
"1909","3"," 4","5"," 4","2","3","4"," 3","1","2","1","0","0","1","0","Email","0"
"3242","4"," 6","1"," 3","5","5","4"," 1","1","1","0","0","0","0","0","Ph","0"
"3429","4"," 5","1"," 7","5","3","5"," 6","4","2","0","0","0","1","1","Ph","0"
"2370","4"," 5","4"," 1","2","1","2","10","4","3","1","1","1","1","1","Email","0"
"929","1"," 3","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Ph","0"
"191","4"," 2","5"," 1","1","1","1"," 1","1","3","1","0","0","0","0","Email","0"
"3766","1"," 9","5"," 2","4","3","3"," 3","3","3","1","1","0","0","0","Ph","1"
"2334","4"," 5","1"," 1","1","1","1"," 1","3","1","0","0","0","0","0","Email","0"
"3713","4"," 3","4"," 1","1","1","1"," 3","1","2","1","0","0","1","0","Email","0"
"2902","4"," 1","1"," 2","3","2","4"," 4","3","2","0","0","0","1","0","Email","0"
"1632","5"," 7","1"," 4","5","4","4"," 3","4","3","0","1","0","0","0","Email","0"
"2709","2"," 4","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"2266","5"," 7","1"," 1","1","1","1"," 6","1","1","0","1","0","1","0","Email","0"
"226","1"," 3","1"," 1","3","3","3"," 1","2","2","0","0","0","0","0","Email","0"
"4292","3"," 5","1"," 1","1","1","1"," 6","2","1","0","1","0","1","0","Ph","0"
"1916","3"," 4","5"," 2","3","4","5"," 6","1","3","1","1","0","1","0","Email","0"
"4847","1","11","5"," 1","1","1","2"," 1","1","3","1","0","0","0","0","Ph","1"
"2207","3"," 6","1"," 1","4","2","5"," 3","1","1","0","0","0","1","0","Email","0"
"1985","1"," 2","4"," 3","2","4","3"," 6","3","3","1","1","0","1","0","Email","0"
"4320","5","11","5"," 1","1","1","1","10","2","1","1","1","1","1","1","Email","0"
"1784","2"," 2","1"," 2","3","5","2"," 4","4","3","0","0","0","1","0","Email","0"
"3760","2"," 5","4"," 1","3","2","2"," 1","3","1","1","0","0","0","0","Ph","0"
"3296","4"," 2","4"," 1","1","1","1"," 6","2","2","1","1","0","1","0","Ph","0"
"3613","1"," 3","4"," 1","2","1","2"," 1","4","2","1","0","0","0","0","Ph","0"
"952","2","12","5"," 1","2","5","5"," 3","2","3","1","0","0","1","0","Ph","1"
"4912","2"," 6","1"," 3","4","2","5"," 1","2","1","0","0","0","0","0","Email","0"
"1114","2","10","5"," 5","4","5","3"," 7","1","1","1","1","0","1","0","Email","0"
"476","5"," 2","4"," 6","4","4","5"," 3","4","2","1","0","0","1","0","Email","0"
"1439","2"," 2","1"," 1","1","1","2"," 3","4","1","0","0","0","1","0","Email","0"
"379","1"," 2","1"," 1","1","1","2"," 1","2","2","0","0","0","0","0","Ph","0"
"1265","2"," 4","1"," 5","2","5","2"," 1","3","1","0","0","0","0","0","Email","0"
"1005","4","11","1"," 3","4","3","5"," 3","1","3","0","0","0","1","0","Ph","0"
"3393","2"," 2","4"," 1","3","4","4"," 6","1","3","1","1","0","1","0","Ph","0"
"1369","5"," 9","4"," 1","4","3","4"," 3","3","3","0","0","0","1","0","Ph","1"
"2627","4"," 6","5"," 2","3","3","4"," 3","1","1","1","0","0","1","0","Email","0"
"4925","1","11","1"," 2","4","2","4"," 8","1","1","0","1","1","1","0","Ph","0"
"4947","4"," 4","5"," 1","1","1","1"," 4","3","2","1","0","0","0","1","Email","0"
"4527","3"," 6","1"," 3","5","4","4"," 1","3","1","0","0","0","0","0","Email","0"
"3103","3"," 5","1"," 1","1","5","3"," 3","4","1","0","1","0","0","0","Email","0"
"2456","1"," 5","1"," 9","4","2","5"," 3","1","2","0","0","0","1","0","Email","0"
"1079","1"," 6","1"," 3","5","5","5"," 3","1","2","0","0","0","1","0","Email","0"
"1052","1"," 4","1"," 1","1","1","1"," 7","1","1","0","0","0","1","1","Email","0"
"1145","2"," 7","1"," 1","3","5","2"," 1","1","1","0","0","0","0","0","Email","0"
"3140","1"," 2","1"," 1","1","1","1"," 6","1","1","0","1","0","1","0","Email","0"
"26","3"," 2","4"," 2","2","4","4"," 3","3","1","1","0","0","1","0","Email","0"
"4586","1"," 5","1"," 9","3","4","3"," 1","3","2","0","0","0","0","0","Email","0"
"3275","3"," 6","1"," 1","3","3","5"," 3","1","1","0","0","0","1","0","Email","0"
"1990","2"," 3","1"," 1","1","1","2"," 1","1","2","0","0","0","0","0","Ph","0"
"2527","4"," 1","4"," 2","5","5","5"," 3","4","1","1","1","0","0","0","Email","0"
"1286","3"," 6","1"," 5","3","3","3"," 1","4","1","0","0","0","0","0","Email","0"
"3441","1"," 1","1"," 2","4","2","2"," 3","4","3","0","1","0","0","0","Email","0"
"3534","3"," 8","1"," 3","3","3","2"," 1","3","1","0","0","0","0","0","Email","0"
"4753","4"," 6","1"," 2","2","3","4"," 6","4","2","0","1","0","1","0","Ph","0"
"75","2"," 9","1"," 9","4","3","3"," 3","2","1","0","1","0","0","0","Ph","0"
"56","2","10","1"," 1","2","1","2"," 3","2","1","0","0","0","1","0","Email","0"
"187","3","11","5"," 1","1","1","2"," 3","3","3","1","0","0","1","0","Ph","1"
"2567","5"," 5","5"," 2","2","2","4"," 6","1","3","1","1","0","1","0","Email","0"
"1833","1"," 7","1"," 4","4","2","3"," 3","1","1","0","0","0","1","0","Email","0"
"3728","4"," 3","1"," 1","5","4","5"," 3","3","1","0","1","0","0","0","Email","0"
"235","2"," 5","1"," 1","1","2","2"," 3","4","3","0","0","0","1","0","Email","0"
"2313","5"," 2","4"," 4","4","2","3"," 3","1","2","1","0","0","1","0","Email","0"
"345","4"," 1","4"," 3","4","5","3"," 6","4","2","1","0","0","1","1","Email","0"
"1165","5"," 3","1"," 1","2","4","5"," 3","1","3","0","0","0","1","0","Email","0"
"1357","4"," 3","1"," 4","5","2","4"," 3","4","2","0","0","0","1","0","Ph","0"
"2970","1"," 6","1"," 4","5","2","5","10","1","2","0","1","1","1","1","Email","0"
"1968","3"," 1","4"," 2","4","2","3"," 1","2","1","0","0","0","0","0","Email","0"
"3605","5","10","1"," 1","2","2","2"," 6","2","1","0","1","0","1","0","Ph","0"
"922","4"," 2","1"," 3","2","2","2"," 1","4","3","0","0","0","0","0","Email","0"
"3663","1"," 4","1"," 1","5","4","3"," 3","4","1","0","1","0","0","0","Ph","0"
"4783","3"," 3","4"," 1","1","1","1"," 1","2","1","1","0","0","0","0","Email","0"
"4805","3"," 9","1"," 2","4","5","4"," 1","2","1","0","0","0","0","0","Email","0"
"3328","5"," 1","1"," 7","3","3","4"," 3","4","3","0","0","0","1","0","Email","0"
"2701","3","11","1"," 2","4","2","5"," 3","1","1","0","0","0","1","0","Email","0"
"3233","5"," 4","4"," 3","2","3","2"," 3","1","1","1","0","0","1","0","Email","0"
"2428","2"," 8","1"," 3","5","3","4"," 8","1","2","0","0","1","1","1","Ph","1"
"1857","2"," 6","1"," 3","2","2","2"," 3","1","3","0","0","0","1","0","Email","0"
"3828","2"," 5","5"," 1","3","4","4"," 3","2","1","1","0","0","0","1","Email","0"
"709","3"," 4","4"," 3","3","3","4"," 6","3","3","1","1","0","1","0","Email","0"
"4588","3","10","1"," 1","1","1","1"," 3","2","1","0","0","0","1","0","Ph","0"
"3409","2"," 2","1"," 4","2","2","5"," 6","3","2","0","1","0","1","0","Email","0"
"4625","2"," 5","1"," 1","5","2","2"," 3","4","1","0","0","0","1","0","Email","0"
"2112","1"," 1","1"," 2","5","5","4"," 3","3","3","0","0","0","1","0","Email","0"
"300","1"," 5","1"," 5","2","2","5"," 3","2","1","0","0","0","0","1","Email","0"
"377","1"," 3","1"," 3","5","2","5"," 3","4","2","0","0","0","1","0","Email","0"
"1520","2","11","1"," 3","5","2","2"," 8","4","3","0","1","1","1","0","Email","1"
"3105","4"," 4","1"," 1","2","5","2"," 3","2","3","0","0","0","1","0","Ph","0"
"1581","4"," 9","1"," 1","5","3","3"," 1","2","1","0","0","0","0","0","Email","0"
"2712","5"," 5","1"," 3","3","3","5"," 3","2","3","0","0","0","0","1","Email","0"
"1763","2"," 5","1"," 1","1","1","1"," 3","3","2","0","0","0","1","0","Ph","0"
"3449","3","13","5"," 1","4","4","3"," 3","2","1","1","1","0","0","0","Email","0"
"2992","5"," 3","1"," 2","4","3","2"," 1","2","1","0","0","0","0","0","Email","0"
"2414","5"," 3","1"," 1","1","1","2"," 3","3","3","0","0","0","1","0","Email","0"
"4484","2"," 6","1"," 1","2","1","2"," 1","4","1","0","0","0","0","0","Email","0"
"1756","2"," 2","1"," 2","4","2","5"," 3","4","2","0","0","0","1","0","Ph","0"
"409","3"," 6","5"," 2","3","5","2"," 3","1","2","1","0","0","1","0","Email","0"
"1390","4"," 2","1"," 8","2","4","1"," 4","2","2","0","1","0","0","0","Ph","0"
"1184","5"," 2","4"," 1","2","1","1"," 3","1","2","1","0","0","0","1","Email","0"
"4745","1"," 5","4"," 1","3","5","4"," 3","4","2","0","0","0","0","1","Ph","0"
"2154","5"," 7","5"," 1","1","2","1"," 3","1","3","1","1","0","0","0","Ph","1"
"4440","5"," 1","1"," 1","1","2","1"," 3","2","1","0","0","0","1","0","Email","0"
"727","3"," 8","1"," 2","5","5","3"," 1","2","2","0","0","0","0","0","Ph","1"
"1651","2"," 5","1"," 1","1","1","1"," 1","3","1","0","0","0","0","0","Email","0"
"1803","3"," 4","1"," 1","1","1","1"," 1","2","3","0","0","0","0","0","Ph","0"
"1204","2"," 3","1"," 1","2","1","1"," 3","4","2","0","1","0","0","0","Email","0"
"536","3"," 9","1"," 3","4","5","4"," 3","1","3","0","0","0","1","0","Ph","1"
"2476","4"," 4","1"," 4","5","4","2"," 1","2","2","0","0","0","0","0","Email","0"
"3768","5"," 1","1"," 2","4","3","3"," 1","4","2","0","0","0","0","0","Email","0"
"106","1"," 2","1"," 1","3","3","5"," 7","3","2","0","0","0","1","1","Ph","0"
"1578","3","12","5"," 4","3","3","4"," 8","4","2","1","1","1","1","0","Ph","1"
"1758","5"," 4","4"," 2","4","2","5"," 6","4","3","1","1","0","1","0","Email","0"
"586","4"," 6","5"," 1","1","1","2"," 3","1","1","1","0","0","1","0","Email","0"
"3492","5"," 7","1"," 1","3","3","5"," 6","1","3","0","0","0","1","1","Email","0"
"105","4"," 3","5"," 1","3","3","5"," 4","4","1","1","1","0","1","0","Email","0"
"232","3"," 3","5"," 1","4","5","5"," 1","3","2","1","0","0","0","0","Email","0"
"4250","4"," 1","1"," 4","4","3","4"," 1","4","1","0","0","0","0","0","Email","0"
"3758","2"," 4","5"," 1","3","2","2"," 8","1","1","1","1","1","1","0","Email","0"
"1505","4"," 6","1"," 3","3","4","4"," 6","2","3","0","1","0","0","1","Email","0"
"4802","5"," 3","1"," 3","4","4","3"," 3","3","3","0","1","0","0","0","Ph","0"
"4493","1"," 3","5"," 5","2","3","4"," 1","4","3","1","0","0","0","0","Ph","0"
"4549","3"," 1","1"," 1","4","4","3"," 8","2","2","0","1","1","1","0","Email","0"
"2721","3"," 5","5"," 1","2","1","1"," 6","1","1","1","1","0","1","0","Ph","0"
"2574","4"," 2","1"," 1","1","1","1"," 1","1","3","0","0","0","0","0","Email","0"
"4195","3"," 2","1"," 1","3","2","1"," 1","1","2","0","0","0","0","0","Email","0"
"1873","4"," 4","5"," 1","5","4","2"," 7","3","1","1","0","0","1","1","Ph","0"
"3744","5"," 8","1"," 1","3","5","4"," 6","4","3","0","1","0","1","0","Email","0"
"4103","4"," 4","5"," 3","5","4","3"," 1","4","3","1","0","0","0","0","Ph","0"
"4595","3","14","1"," 1","4","4","3"," 3","2","1","0","0","0","1","0","Email","0"
"169","1"," 8","1"," 2","3","4","4"," 3","4","3","0","1","0","0","0","Email","0"
"1875","3"," 3","4"," 3","2","3","2"," 3","4","3","1","0","0","1","0","Ph","0"
"3190","1"," 2","1"," 3","3","4","3"," 3","1","2","0","0","0","1","0","Email","0"
"2077","1"," 4","1"," 2","2","5","3"," 3","4","2","0","0","0","1","0","Email","0"
"2595","2"," 5","1"," 7","2","5","3"," 1","3","3","0","0","0","0","0","Email","0"
"563","2"," 2","5"," 3","3","5","2"," 1","1","3","1","0","0","0","0","Ph","0"
"1416","1"," 3","1"," 1","3","4","5","10","1","1","0","1","0","1","0","Email","0"
"3388","4"," 4","1"," 1","2","5","2"," 6","1","1","0","1","0","1","0","Ph","0"
"4028","1"," 7","1"," 1","1","1","1"," 6","1","1","0","1","0","1","0","Email","0"
"4257","3"," 7","1"," 2","5","3","5"," 3","2","2","0","0","0","1","0","Email","0"
"1530","5"," 2","1"," 1","1","3","5"," 6","1","1","0","1","0","1","0","Email","0"
"3500","2"," 4","1"," 1","2","3","4"," 1","3","3","0","0","0","0","0","Email","0"
"635","2"," 8","5"," 3","5","3","3"," 3","2","1","1","0","0","1","0","Ph","0"
"1704","3"," 1","1"," 2","4","5","5"," 1","4","3","0","0","0","0","0","Ph","0"
"3001","5"," 5","4"," 1","2","2","1"," 3","1","2","1","1","0","0","0","Email","0"
"896","4"," 4","1"," 3","5","2","2"," 3","4","1","0","0","0","1","0","Ph","0"
"1589","5"," 6","1"," 1","4","5","4"," 3","3","2","0","0","0","1","0","Ph","0"
"964","4"," 5","1"," 1","1","1","1"," 3","4","2","0","0","0","1","0","Email","0"
"2917","4"," 1","1"," 1","1","1","2"," 1","2","1","0","0","0","0","0","Email","0"
"4530","5"," 9","5"," 1","5","3","3"," 3","1","1","1","0","0","1","0","Email","0"
"3746","2"," 6","1"," 1","3","2","3"," 1","2","1","0","0","0","0","0","Ph","0"
"3470","1"," 4","1"," 1","1","1","1"," 3","2","1","0","0","0","1","0","Email","0"
"384","4"," 1","1"," 7","4","4","4"," 6","4","3","0","1","0","1","0","Ph","0"
"1849","4"," 3","1"," 7","3","4","4"," 4","3","2","0","0","0","1","0","Ph","0"
"330","4"," 5","1"," 5","2","4","4"," 3","4","2","0","0","0","1","0","Email","0"
"173","5"," 3","1"," 1","5","3","5"," 6","4","1","0","1","0","1","0","Email","0"
"2516","3"," 2","1"," 2","4","4","4"," 6","4","1","0","1","0","1","0","Ph","0"
"3749","1"," 2","5"," 1","1","1","1"," 6","4","2","1","1","0","1","0","Email","0"
"1972","2"," 4","1","10","3","3","4"," 6","3","3","0","1","0","1","0","Ph","0"
"4798","5"," 1","4"," 1","3","5","4"," 3","2","1","1","0","0","1","0","Email","0"
"1026","2"," 1","1"," 1","4","5","3"," 3","1","3","0","0","0","1","0","Email","0"
"954","2"," 3","4"," 2","4","2","3"," 3","1","1","0","0","0","1","0","Email","0"
"811","2"," 4","1"," 3","5","5","2"," 1","4","2","0","0","0","0","0","Email","0"
"2138","4"," 4","4"," 1","2","1","2"," 1","3","1","1","0","0","0","0","Email","0"
"2142","1"," 5","1"," 1","1","1","1"," 1","4","1","0","0","0","0","0","Ph","0"
"2731","4","11","1"," 3","3","5","4"," 1","2","1","0","0","0","0","0","Email","0"
"4770","2"," 2","1"," 4","3","5","4"," 6","3","2","0","0","0","1","1","Ph","0"
"499","5"," 2","1"," 1","5","5","3"," 1","2","1","0","0","0","0","0","Email","0"
"4054","3"," 5","1"," 2","5","3","4"," 3","1","3","0","0","0","1","0","Ph","0"
"2543","3"," 6","1"," 1","4","3","3"," 4","1","1","0","0","0","1","0","Email","0"
"2271","1","12","1"," 3","4","5","2"," 1","4","1","0","0","0","0","0","Ph","1"
"483","1"," 8","1"," 2","5","4","4"," 6","2","1","0","1","0","1","0","Ph","0"
"4558","3"," 3","1"," 3","5","3","2"," 3","3","2","0","0","0","0","1","Ph","0"
"2560","2"," 1","4","10","4","3","5"," 3","2","3","1","0","0","1","0","Email","0"
"2987","5"," 1","1"," 2","5","5","3"," 3","3","3","0","1","0","0","0","Email","0"
"2888","3"," 1","1"," 3","1","2","2"," 1","1","3","0","0","0","0","0","Email","0"
"2493","2"," 8","5"," 2","3","5","4"," 1","2","1","1","0","0","0","0","Ph","0"
"445","3"," 1","1"," 2","3","3","3"," 3","1","1","0","1","0","0","0","Email","0"
"4413","2"," 4","1"," 4","5","1","3"," 3","1","3","0","1","0","0","0","Email","0"
"3258","2"," 4","1"," 1","4","4","5"," 3","3","3","0","0","0","1","0","Ph","0"
"2255","2"," 1","4"," 1","2","5","4"," 1","2","2","1","0","0","0","0","Email","0"
"4173","4"," 7","4"," 1","2","3","3"," 1","2","2","0","0","0","0","0","Email","0"
"1655","1","10","4"," 1","1","1","1","10","1","3","1","1","1","1","0","Ph","1"
"174","2","12","1"," 1","5","3","5"," 3","2","2","0","0","0","1","0","Ph","1"
"1440","5","11","1"," 9","4","2","4"," 8","3","2","0","0","1","1","1","Ph","1"
"490","2"," 2","4"," 1","2","1","1"," 6","4","1","1","0","0","1","1","Ph","0"
"4273","2","12","5"," 1","3","5","2"," 1","1","1","1","0","0","0","0","Ph","0"
"3700","3"," 2","1"," 5","5","5","4"," 6","2","2","0","1","0","1","0","Email","0"
"3879","1"," 5","5"," 3","2","5","4"," 3","1","2","1","0","0","1","0","Email","0"
"2915","4"," 7","5"," 9","5","5","5"," 3","1","1","1","0","0","1","0","Email","0"
"950","3","12","5"," 1","2","5","5"," 3","2","1","1","1","0","0","0","Email","0"
"3514","5"," 1","1","10","2","5","5"," 1","4","2","0","0","0","0","0","Ph","0"
"4490","5"," 3","5"," 8","3","5","4","10","3","3","1","1","1","1","1","Email","0"
"1134","4"," 9","1"," 1","3","4","4"," 8","4","2","0","0","1","1","1","Ph","1"
"781","4","13","5"," 2","4","2","5","10","3","3","1","1","1","1","1","Ph","1"
"154","5"," 6","1"," 7","3","5","5","10","2","1","0","1","1","1","1","Email","0"
"2652","1"," 5","1"," 3","4","2","5"," 3","1","2","0","0","0","1","0","Email","0"
"502","1"," 3","4"," 1","2","2","1"," 3","4","3","0","1","0","0","0","Email","0"
"4234","3","10","1"," 2","5","3","5"," 3","1","1","0","1","0","0","0","Email","0"
"1494","3"," 9","1"," 4","2","4","2"," 1","1","1","0","0","0","0","0","Email","0"
"1285","5"," 9","5"," 5","3","3","3"," 3","1","1","1","0","0","1","0","Email","0"
"2201","1"," 3","5"," 1","5","3","3"," 1","4","2","1","0","0","0","0","Email","0"
"238","4"," 2","1"," 6","4","5","4"," 6","3","1","0","1","0","1","0","Ph","0"
"2964","4"," 8","1"," 3","3","4","5"," 3","2","3","0","0","0","0","1","Ph","1"
"2072","1","11","1"," 4","4","4","3"," 3","4","3","0","1","0","0","0","Email","1"
"1975","3"," 5","1"," 1","3","5","5"," 4","1","1","0","0","0","1","0","Email","0"
"4716","2"," 4","1"," 1","1","2","1"," 6","4","1","0","1","0","1","0","Ph","0"
