obs,duration,new_car,used_car,furniture,radio_tv,education,retraining,install_rate,co_applicant,guarantor,real_estate,prop_unkn_none,age,other_install,rent,own_res,num_credits,num_dependents,telephone,foreign,response,amount
889,36,1,0,0,0,0,0,4,0,0,0,0,34,0,0,1,2,1,1,0,1,6614
890,28,0,1,0,0,0,0,3,0,1,1,0,40,1,1,0,2,2,1,0,1,7824
891,27,0,0,0,0,0,1,4,0,0,0,0,43,1,0,1,4,2,1,0,1,2442
892,15,0,0,0,1,0,0,4,0,0,0,0,46,0,0,1,2,1,1,0,1,1829
893,12,1,0,0,0,0,0,4,0,0,0,0,38,1,0,1,2,1,0,1,1,2171
894,36,0,1,0,0,0,0,3,0,0,0,0,34,0,0,1,2,1,1,0,1,5800
895,18,0,0,0,1,0,0,4,0,0,0,0,29,0,0,1,2,1,1,0,1,1169
896,36,0,1,0,0,0,0,3,0,0,0,0,31,1,0,1,1,2,1,0,1,8947
897,21,0,0,0,1,0,0,4,0,0,0,0,28,0,1,0,1,1,1,0,1,2606
898,12,0,0,1,0,0,0,3,0,0,0,0,35,0,0,1,1,1,0,1,1,1592
899,15,0,0,1,0,0,0,1,0,0,1,0,33,1,1,0,1,1,0,0,1,2186
900,18,0,0,1,0,0,0,2,1,0,0,0,42,0,0,1,1,1,0,0,0,4153
901,16,1,0,0,0,0,0,2,0,1,0,0,43,1,1,0,1,1,1,0,0,2625
902,20,1,0,0,0,0,0,2,0,0,1,0,44,0,0,1,2,1,1,0,1,3485
903,36,0,1,0,0,0,0,2,0,0,0,1,42,0,0,0,2,1,0,0,1,10477
904,15,0,0,0,1,0,0,4,0,0,1,0,40,0,1,0,1,1,1,0,1,1386
905,24,0,0,0,1,0,0,4,0,0,1,0,36,0,0,1,1,1,1,0,1,1278
906,12,0,0,0,1,0,0,2,0,0,1,0,20,0,1,0,1,2,1,0,1,1107
907,21,1,0,0,0,0,0,2,1,0,1,0,24,0,0,1,1,1,0,1,1,3763
908,36,0,0,0,0,1,0,2,0,0,0,0,27,0,0,1,1,1,0,0,1,3711
909,15,0,1,0,0,0,0,1,0,0,0,0,46,0,0,1,2,1,0,0,1,3594
910,9,1,0,0,0,0,0,1,0,0,1,0,33,0,0,1,1,1,0,0,1,3195
911,36,0,0,0,1,0,0,4,0,0,1,0,34,0,0,1,2,1,0,0,1,4454
912,24,0,0,1,0,0,0,2,0,0,0,0,25,1,0,1,1,1,0,0,0,4736
913,30,0,0,0,1,0,0,2,0,0,0,0,25,0,0,1,1,1,0,0,1,2991
914,11,0,0,0,0,0,1,1,0,0,1,0,28,0,0,1,1,1,1,0,1,2142
915,24,0,0,0,0,0,1,4,0,0,0,0,31,0,1,0,1,1,1,0,0,3161
916,48,0,0,0,0,0,0,1,0,0,0,0,32,1,0,1,1,1,1,1,0,18424
917,10,0,1,0,0,0,0,1,1,0,1,0,32,0,0,1,1,2,0,0,1,2848
918,6,1,0,0,0,0,0,1,0,0,0,1,68,1,0,1,1,1,1,0,0,14896
919,24,0,0,1,0,0,0,1,0,0,0,0,33,0,0,1,1,1,0,0,0,2359
920,24,0,0,1,0,0,0,4,0,0,0,0,39,0,1,0,1,1,1,0,0,3345
921,18,0,0,1,0,0,0,4,0,0,0,1,28,0,0,1,2,1,0,0,1,1817
922,48,0,0,0,1,0,0,4,0,0,0,0,37,0,0,1,1,1,1,0,1,12749
923,9,0,0,0,,,,,,,,,,,,,,,,,0,
924,12,1,0,0,0,0,0,3,0,0,0,0,30,0,1,0,1,2,1,0,1,2002
925,24,0,0,1,0,0,0,2,0,0,0,0,55,1,0,1,1,1,1,0,0,6872
926,12,1,0,0,0,0,0,4,0,0,0,0,46,1,0,1,2,1,1,0,0,697
927,18,0,0,1,0,0,0,4,0,0,0,0,21,0,1,0,1,1,0,0,1,1049
928,48,0,1,0,0,0,0,4,0,0,0,1,39,1,0,0,3,2,1,0,0,10297
929,30,0,0,0,1,0,0,4,0,0,0,0,58,0,0,1,1,1,1,0,1,1867
930,12,1,0,0,0,0,0,4,0,0,1,0,43,0,0,1,2,2,0,0,1,1344
931,24,0,0,1,0,0,0,4,1,0,0,0,24,0,0,1,1,1,0,1,1,1747
932,9,0,0,0,1,0,0,4,0,0,0,0,22,0,0,1,1,1,1,0,0,1670
933,9,1,0,0,0,0,0,3,0,0,1,0,30,0,0,1,2,1,0,0,1,1224
934,12,0,0,0,1,0,0,4,0,0,0,0,42,0,0,1,2,2,1,0,1,522
935,12,0,0,0,1,0,0,4,0,0,0,0,23,1,0,1,1,1,0,0,1,1498
936,30,0,0,0,1,0,0,4,0,0,0,1,30,1,0,1,2,1,0,0,0,1919
937,9,0,0,0,1,0,0,3,0,0,1,0,28,0,0,1,1,1,0,0,0,745
938,6,0,0,0,1,0,0,4,0,0,0,0,30,0,1,0,1,1,1,0,1,2063
939,60,0,0,0,0,1,0,4,0,0,0,1,42,0,0,0,1,1,0,0,0,6288
940,24,0,1,0,0,0,0,2,0,0,0,0,46,0,0,1,2,2,1,0,1,6842
941,12,1,0,0,0,0,0,2,0,0,0,0,45,0,0,1,1,2,1,0,1,3527
942,10,1,0,0,0,0,0,3,0,0,1,0,31,0,0,1,1,2,0,1,1,1546
943,24,0,0,1,0,0,0,4,0,0,0,0,31,1,0,1,1,1,1,0,1,929
944,4,1,0,0,0,0,0,2,0,0,1,0,42,0,0,1,3,2,0,0,1,1455
945,15,0,0,1,0,0,0,4,0,1,0,0,46,0,1,0,1,1,0,0,1,1845
946,48,1,0,0,0,0,0,1,0,0,0,0,30,0,0,1,2,1,0,0,1,8358
947,24,0,0,1,0,0,0,4,0,0,0,1,30,0,0,0,1,2,1,0,0,3349
948,12,1,0,0,0,0,0,4,0,0,0,1,38,0,0,1,1,1,1,0,1,2859
949,18,0,0,1,0,0,0,4,1,0,0,0,43,0,0,1,1,2,0,0,0,1533
950,24,0,0,0,1,0,0,2,0,0,0,0,31,0,0,1,2,1,0,0,0,3621
951,18,0,0,0,0,0,1,3,0,0,0,0,40,0,0,1,3,2,1,0,1,3590
952,36,0,0,0,0,0,1,2,0,0,0,0,24,0,0,1,2,1,1,0,0,2145
953,24,0,1,0,0,0,0,3,0,0,0,0,28,0,1,0,1,1,0,0,0,4113
954,36,0,0,1,0,0,0,4,0,0,0,0,26,0,0,1,2,1,1,0,0,10974
955,12,1,0,0,0,0,0,4,0,1,0,0,29,0,0,1,1,1,1,0,1,1893
956,24,0,0,0,1,0,0,4,0,0,0,0,57,0,1,0,2,1,1,0,1,1231
957,30,0,0,0,1,0,0,4,0,0,0,0,49,1,0,1,2,1,0,0,1,3656
958,9,0,0,0,1,0,0,2,0,0,1,0,37,0,0,1,3,1,0,0,1,1154
959,28,1,0,0,0,0,0,3,0,0,0,0,45,0,0,1,1,1,0,0,0,4006
960,24,0,0,1,0,0,0,4,0,0,0,1,30,0,0,0,1,1,0,0,1,3069
961,6,0,0,0,1,0,0,2,0,0,1,0,30,0,1,0,2,1,0,0,1,1740
962,21,1,0,0,0,0,0,1,0,0,0,0,47,0,0,1,2,1,0,0,1,2353
963,15,1,0,0,0,0,0,3,0,0,0,1,29,0,0,1,1,1,0,0,1,3556
964,24,0,0,0,1,0,0,3,0,0,0,0,35,1,0,1,2,1,1,0,0,2397
965,6,0,0,0,0,0,0,3,0,0,0,0,22,0,0,1,1,1,0,0,1,454
966,30,0,0,0,1,0,0,4,0,0,0,0,26,0,0,1,1,1,0,0,1,1715
967,27,0,0,0,1,0,0,4,0,0,0,0,23,0,0,1,2,1,0,0,0,2520
968,15,0,0,0,1,0,0,4,0,0,0,0,54,1,1,0,1,1,1,0,1,3568
969,42,0,0,0,1,0,0,2,0,0,0,0,29,0,1,0,1,1,1,0,1,7166
970,11,1,0,0,0,0,0,1,0,0,1,0,40,0,0,1,2,2,0,0,1,3939
971,15,0,0,0,0,0,0,4,0,1,1,0,22,0,0,1,1,1,0,0,1,1514
972,24,1,0,0,0,0,0,1,0,0,0,0,43,0,0,1,1,2,0,0,1,7393
973,24,1,0,0,0,0,0,1,1,0,0,1,29,0,1,0,2,1,0,0,0,1193
974,60,0,0,0,0,0,1,4,1,0,0,1,36,0,1,0,1,1,0,0,0,7297
975,30,0,0,0,1,0,0,4,0,0,0,0,33,0,0,1,1,1,1,0,1,2831
976,24,0,0,0,1,0,0,3,0,0,0,0,57,0,0,1,1,1,0,0,1,1258
977,6,0,0,0,1,0,0,2,0,1,1,0,64,0,0,1,1,1,0,0,1,753
978,18,0,0,0,0,0,1,4,0,0,0,0,42,0,0,1,2,1,0,0,1,2427
979,24,1,0,0,0,0,0,4,0,0,0,0,47,0,0,1,2,2,0,0,0,2538
980,15,1,0,0,0,0,0,2,0,0,0,0,25,0,1,0,1,1,0,0,0,1264
981,30,0,0,1,,,,,,,,,,,,,1,1,0,0,0,
982,48,0,0,0,0,0,1,3,0,0,0,0,33,1,1,0,1,1,1,0,0,4844
983,21,1,0,0,0,0,0,1,0,0,0,0,28,1,0,1,1,1,1,0,1,2923
984,36,0,1,0,0,0,0,2,0,0,0,0,26,0,0,1,1,2,0,0,0,8229
985,24,0,0,1,0,0,0,2,0,0,0,0,30,0,0,1,2,1,0,0,1,2028
986,15,0,0,1,0,0,0,4,0,0,0,0,25,0,1,0,2,1,0,0,1,1433
987,42,0,0,0,0,0,1,2,0,0,0,0,33,0,0,1,2,1,0,0,1,6289
988,13,0,0,0,1,0,0,2,0,0,1,0,64,0,0,1,1,1,0,0,1,1409
989,24,0,1,0,0,0,0,4,0,0,0,1,29,0,0,0,1,1,1,0,1,6579
990,24,0,0,0,1,0,0,4,0,0,0,0,48,0,0,1,2,1,0,0,1,1743
991,12,0,0,0,0,1,0,2,0,0,0,0,37,0,0,1,2,2,0,0,1,3565
992,15,0,0,0,1,0,0,4,0,0,0,0,34,1,0,1,1,2,0,0,1,1569
993,18,0,0,0,1,0,0,2,0,0,0,0,23,0,1,0,2,1,0,0,1,1936
994,36,0,0,1,0,0,0,4,0,0,0,0,30,0,0,1,1,1,1,0,1,3959
995,12,1,0,0,0,0,0,4,0,0,0,0,50,0,0,1,1,1,1,0,1,2390
996,12,,,,,,,,,,,,,,,,,,,,,
997,30,0,1,0,0,0,0,4,0,0,0,0,40,0,0,1,1,1,1,0,1,3857
998,12,0,0,0,1,0,0,4,0,0,0,0,38,0,0,1,1,1,0,0,1,804
999,45,0,0,0,1,0,0,4,0,0,0,1,23,0,0,0,1,1,1,0,0,1845
1000,45,0,1,0,0,0,0,3,0,0,0,0,,0,0,1,1,1,0,0,1,
