"Text","Author"
"Certain great areas are set apart for these yearly pilgrimages beyond the securities of the State. There are thousands of square miles of sandy desert in Africa and Asia set apart; much of the Arctic and Antarctic circles; vast areas of mountain land and frozen marsh; secluded reserves of forest, and innumerable unfrequented lines upon the sea. Some are dangerous and laborious routes; some merely desolate; and there are even some sea journeys that one may take in the halcyon days as one drifts through a dream. Upon the seas one must go in a little undecked sailing boat, that may be rowed in a calm; all the other journeys one must do afoot, none aiding. There are, about all these desert regions and along most coasts, little offices at which the samurai says good-bye to the world of men, and at which they arrive after their minimum time of silence is overpast. For the intervening days they must be alone with Nature, necessity, and their own thoughts.","HGWells"
"“It is good,” my double answered. “We civilised men go back to the stark Mother that so many of us would have forgotten were it not for this Rule. And one thinks.... Only two weeks ago I did my journey for the year. I went with my gear by sea to Tromso, and then inland to a starting-place, and took my ice-axe and rücksack, and said good-bye to the world. I crossed over four glaciers; I climbed three high mountain passes, and slept on moss in desolate valleys. I saw no human being for seven days. Then I came down through pine woods to the head of a road that runs to the Baltic shore. Altogether it was thirteen days before I reported myself again, and had speech with fellow creatures.”","HGWells"
"“Then one begins to get into it. The first two days one is apt to have the events of one's journey, little incidents of travel, and thoughts of one's work and affairs, rising and fading and coming again; but then the perspectives begin. I don't sleep much at nights on these journeys; I lie awake and stare at the stars. About dawn, perhaps, and in the morning sunshine, I sleep! The nights this last time were very short, never more than twilight, and I saw the glow of the sun always, just over the edge of the world. But I had chosen the days of the new moon, so that I could have a glimpse of the stars.... Years ago, I went from the Nile across the Libyan Desert east, and then the stars—the stars in the later days of that journey—brought me near weeping.... You begin to feel alone on the third day, when you find yourself out on some shining snowfield, and nothing of mankind visible in the whole world save one landmark, one remote thin red triangle of iron, perhaps, in the saddle of the ridge against the sky. All this busy world that has done so much and so marvellously, and is still so little—you see it little as it is—and far off. All day long you go and the night comes, and it might be another planet. Then, in the quiet, waking hours, one thinks of one's self and the great external things, of space and eternity, and what one means by God.”","HGWells"
"“You know, after these solitudes, I feel just the same queer disinclination to go back to the world of men that I feel when I have to leave it. I think of dusty roads and hot valleys, and being looked at by many people. I think of the trouble of working with colleagues and opponents. This last journey I outstayed my time, camping in the pine woods for six days. Then my thoughts came round to my proper work again. I got keen to go on with it, and so I came back into the world. You come back physically clean—as though you had had your arteries and veins washed out. And your brain has been cleaned, too.... I shall stick to the mountains now until I am old, and then I shall sail a boat in Polynesia. That is what so many old men do. Only last year one of the great leaders of the samurai—a white-haired man, who followed the Rule in spite of his one hundred and eleven years—was found dead in his boat far away from any land, far to the south, lying like a child asleep....”","HGWells"
"It came to me suddenly as very strange that, even as we sat and talked, across deserted seas, on burning sands, through the still aisles of forests, and in all the high and lonely places of the world, beyond the margin where the ways and houses go, solitary men and women sailed alone or marched alone, or clambered—quiet, resolute exiles; they stood alone amidst wildernesses of ice, on the precipitous banks of roaring torrents, in monstrous caverns, or steering a tossing boat in the little circle of the horizon amidst the tumbled, incessant sea, all in their several ways communing with the emptiness, the enigmatic spaces and silences, the winds and torrents and soulless forces that lie about the lit and ordered life of men.","HGWells"
"After that I remember we fell talking of the discipline of the Rule, of the Courts that try breaches of it, and interpret doubtful cases—for, though a man may resign with due notice and be free after a certain time to rejoin again, one deliberate breach may exclude a man for ever—of the system of law that has grown up about such trials, and of the triennial council that revises and alters the Rule. From that we passed to the discussion of the general constitution of this World State. Practically all political power vests in the samurai. Not only are they the only administrators, lawyers, practising doctors, and public officials of almost all kinds, but they are the only voters. Yet, by a curious exception, the supreme legislative assembly must have one-tenth, and may have one-half of its members outside the order, because, it is alleged, there is a sort of wisdom that comes of sin and laxness, which is necessary to the perfect ruling of life. My double quoted me a verse from the Canon on this matter that my unfortunate verbal memory did not retain, but it was in the nature of a prayer to save the world from “unfermented men.” It would seem that Aristotle's idea of a rotation of rulers, an idea that crops up again in Harrington's Oceana, that first Utopia of “the sovereign people” (a Utopia that, through Danton's readings in English, played a disastrous part in the French Revolution), gets a little respect in Utopia. The tendency is to give a practically permanent tenure to good men. Every ruler and official, it is true, is put on his trial every three years before a jury drawn by lot, according to the range of his activities, either from the samurai of his municipal area or from the general catalogue of the samurai, but the business of this jury is merely to decide whether to continue him in office or order a new election. In the majority of cases the verdict is continuation. Even if it is not so the official may still appear as a candidate before the second and separate jury which fills the vacant post....","HGWells"
"No Utopians wear black, and for all the frequency of the samurai uniform along the London ways the general effect is of a gaily-coloured population. You never see anyone noticeably ragged or dirty; the police, who answer questions and keep order (and are quite distinct from the organisation for the pursuit of criminals) see to that; and shabby people are very infrequent. People who want to save money for other purposes, or who do not want much bother with their clothing, seem to wear costumes of rough woven cloth, dyed an unobtrusive brown or green, over fine woollen underclothing, and so achieve a decent comfort in its simplest form. Others outside the Rule of the samurai range the spectrum for colour, and have every variety of texture; the colours attained by the Utopian dyers seem to me to be fuller and purer than the common range of stuffs on earth; and the subtle folding of the woollen materials witness that Utopian Bradford is no whit behind her earthly sister. White is extraordinarily frequent; white woollen tunics and robes into which are woven bands of brilliant colour, abound. Often these ape the cut and purple edge that distinguishes the samurai. In Utopian London the air is as clear and less dusty than it is among high mountains; the roads are made of unbroken surfaces, and not of friable earth; all heating is done by electricity, and no coal ever enters the town; there are no horses or dogs, and so there is not a suspicion of smoke and scarcely a particle of any sort of dirt to render white impossible.","HGWells"
"The radiated influence of the uniform of the samurai has been to keep costume simple, and this, perhaps, emphasises the general effect of vigorous health, of shapely bodies. Everyone is well grown and well nourished; everyone seems in good condition; everyone walks well, and has that clearness of eye that comes with cleanness of blood. In London I am apt to consider myself of a passable size and carriage; here I feel small and mean-looking. The faint suspicions of spinal curvatures, skew feet, unequal legs, and ill-grown bones, that haunt one in a London crowd, the plain intimations—in yellow faces, puffy faces, spotted and irregular complexions, in nervous movements and coughs and colds—of bad habits and an incompetent or disregarded medical profession, do not appear here. I notice few old people, but there seems to be a greater proportion of men and women at or near the prime of life.","HGWells"
"The Utopians have brought a sounder physiological science than ours to bear upon regimen. People know better what to do and what to avoid, how to foresee and forestall coming trouble, and how to evade and suppress the subtle poisons that blunt the edge of sensation. They have put off the years of decay. They keep their teeth, they keep their digestions, they ward off gout and rheumatism, neuralgia and influenza and all those cognate decays that bend and wrinkle men and women in the middle years of existence. They have extended the level years far into the seventies, and age, when it comes, comes swiftly and easily. The feverish hurry of our earth, the decay that begins before growth has ceased, is replaced by a ripe prolonged maturity. This modern Utopia is an adult world. The flushed romance, the predominant eroticisms, the adventurous uncertainty of a world in which youth prevails, gives place here to a grave deliberation, to a fuller and more powerful emotion, to a broader handling of life.","HGWells"
"For everyone in Utopia who is sane enough to benefit, study and training last until twenty; then comes the travel year, and many are still students until twenty-four or twenty-five. Most are still, in a sense, students throughout life, but it is thought that, unless responsible action is begun in some form in the early twenties, will undergoes a partial atrophy. But the full swing of adult life is hardly attained until thirty is reached. Men marry before the middle thirties, and the women rather earlier, few are mothers before five-and-twenty. The majority of those who become samurai do so between twenty-seven and thirty-five. And, between seventeen and thirty, the Utopians have their dealings with love, and the play and excitement of love is a chief interest in life. Much freedom of act is allowed them so that their wills may grow freely. For the most part they end mated, and love gives place to some special and more enduring interest, though, indeed, there is love between older men and fresh girls, and between youths and maturer women. It is in these most graceful and beautiful years of life that such freedoms of dress as the atmosphere of Utopia permits are to be seen, and the crude bright will and imagination of youth peeps out in ornament and colour.","HGWells"
"Figures come into my sight and possess me for a moment and pass, and give place to others; there comes a dusky little Jewess, red-lipped and amber-clad, with a deep crimson flower—I know not whether real or sham—in the dull black of her hair. She passes me with an unconscious disdain; and then I am looking at a brightly-smiling, blue-eyed girl, tall, ruddy, and freckled warmly, clad like a stage Rosalind, and talking gaily to a fair young man, a novice under the Rule. A red-haired mother under the Lesser Rule goes by, green-gowned, with dark green straps crossing between her breasts, and her two shock-headed children, bare-legged and lightly shod, tug at her hands on either side. Then a grave man in a long, fur-trimmed robe, a merchant, maybe, debates some serious matter with a white-tunicked clerk. And the clerk's face?? I turn to mark the straight, blue-black hair. The man must be Chinese....","HGWells"
"Above the sphere of the elemental cravings and necessities, the soul of man is in a perpetual vacillation between two conflicting impulses: the desire to assert his individual differences, the desire for distinction, and his terror of isolation. He wants to stand out, but not too far out, and, on the contrary, he wants to merge himself with a group, with some larger body, but not altogether. Through all the things of life runs this tortuous compromise, men follow the fashions but resent ready-made uniforms on every plane of their being. The disposition to form aggregations and to imagine aggregations is part of the incurable nature of man; it is one of the great natural forces the statesman must utilise, and against which he must construct effectual defences. The study of the aggregations and of the ideals of aggregations about which men's sympathies will twine, and upon which they will base a large proportion of their conduct and personal policy, is the legitimate definition of sociology.","HGWells"
"Now the sort of aggregation to which men and women will refer themselves is determined partly by the strength and idiosyncrasy of the individual imagination, and partly by the reek of ideas that chances to be in the air at the time. Men and women may vary greatly both in their innate and their acquired disposition towards this sort of larger body or that, to which their social reference can be made. The “natural” social reference of a man is probably to some rather vaguely conceived tribe, as the “natural” social reference of a dog is to a pack. But just as the social reference of a dog may be educated until the reference to a pack is completely replaced by a reference to an owner, so on his higher plane of educability the social reference of the civilised man undergoes the most remarkable transformations. But the power and scope of his imagination and the need he has of response sets limits to this process. A highly intellectualised mature mind may refer for its data very consistently to ideas of a higher being so remote and indefinable as God, so comprehensive as humanity, so far-reaching as the purpose in things. I write “may,” but I doubt if this exaltation of reference is ever permanently sustained. Comte, in his Positive Polity, exposes his soul with great freedom, and the curious may trace how, while he professes and quite honestly intends to refer himself always to his “Greater Being” Humanity, he narrows constantly to his projected “Western Republic” of civilised men, and quite frequently to the minute indefinite body of Positivist subscribers. And the history of the Christian Church, with its development of orders and cults, sects and dissents, the history of fashionable society with its cliques and sets and every political history with its cabals and inner cabinets, witness to the struggle that goes on in the minds of men to adjust themselves to a body larger indeed than themselves, but which still does not strain and escape their imaginative grasp.","HGWells"
"The statesman, both for himself and others, must recognise this inadequacy of grasp, and the necessity for real and imaginary aggregations to sustain men in their practical service of the order of the world. He must be a sociologist; he must study the whole science of aggregations in relation to that World State to which his reason and his maturest thought direct him. He must lend himself to the development of aggregatory ideas that favour the civilising process, and he must do his best to promote the disintegration of aggregations and the effacement of aggregatory ideas, that keep men narrow and unreasonably prejudiced one against another.","HGWells"
"He will, of course, know that few men are even rudely consistent in such matters, that the same man in different moods and on different occasions, is capable of referring himself in perfect good faith, not only to different, but to contradictory larger beings, and that the more important thing about an aggregatory idea from the State maker's point of view is not so much what it explicitly involves as what it implicitly repudiates. The natural man does not feel he is aggregating at all, unless he aggregates against something. He refers himself to the tribe; he is loyal to the tribe, and quite inseparably he fears or dislikes those others outside the tribe. The tribe is always at least defensively hostile and usually actively hostile to humanity beyond the aggregation. The Anti-idea, it would seem, is inseparable from the aggregatory idea; it is a necessity of the human mind. When we think of the class A as desirable, we think of Not-A as undesirable. The two things are as inevitably connected as the tendons of our hands, so that when we flatten down our little fingers on our palms, the fourth digit, whether we want it or not, comes down halfway. All real working gods, one may remark, all gods that are worshipped emotionally, are tribal gods, and every attempt to universalise the idea of God trails dualism and the devil after it as a moral necessity.","HGWells"
"When we inquire, as well as the unformed condition of terrestrial sociology permits, into the aggregatory ideas that seem to satisfy men, we find a remarkable complex, a disorderly complex, in the minds of nearly all our civilised contemporaries. For example, all sorts of aggregatory ideas come and go across the chameleon surfaces of my botanist's mind. He has a strong feeling for systematic botanists as against plant physiologists, whom he regards as lewd and evil scoundrels in this relation, but he has a strong feeling for all botanists, and, indeed, all biologists, as against physicists, and those who profess the exact sciences, all of whom he regards as dull, mechanical, ugly-minded scoundrels in this relation; but he has a strong feeling for all who profess what is called Science as against psychologists, sociologists, philosophers, and literary men, whom he regards as wild, foolish, immoral scoundrels in this relation; but he has a strong feeling for all educated men as against the working man, whom he regards as a cheating, lying, loafing, drunken, thievish, dirty scoundrel in this relation; but so soon as the working man is comprehended together with those others, as Englishmen—which includes, in this case, I may remark, the Scottish and Welsh—he holds them superior to all other sorts of European, whom he regards, &c....","HGWells"
"Now one perceives in all these aggregatory ideas and rearrangements of the sympathies one of the chief vices of human thought, due to its obsession by classificatory suggestions. [Footnote: See Chapter the First, § 5, and the Appendix.] The necessity for marking our classes has brought with it a bias for false and excessive contrast, and we never invent a term but we are at once cramming it with implications beyond its legitimate content. There is no feat of irrelevance that people will not perform quite easily in this way; there is no class, however accidental, to which they will not at once ascribe deeply distinctive qualities. The seventh sons of seventh sons have remarkable powers of insight; people with a certain sort of ear commit crimes of violence; people with red hair have souls of fire; all democratic socialists are trustworthy persons; all people born in Ireland have vivid imaginations and all Englishmen are clods; all Hindoos are cowardly liars; all curly-haired people are good-natured; all hunch-backs are energetic and wicked, and all Frenchmen eat frogs. Such stupid generalisations have been believed with the utmost readiness, and acted upon by great numbers of sane, respectable people. And when the class is one's own class, when it expresses one of the aggregations to which one refers one's own activities, then the disposition to divide all qualities between this class and its converse, and to cram one's own class with every desirable distinction, becomes overwhelming.","HGWells"
"Disregarding classes, cliques, sets, castes, and the like minor aggregations, concerned for the most part with details and minor aspects of life, one finds among the civilised peoples of the world certain broad types of aggregatory idea. There are, firstly, the national ideas, ideas which, in their perfection, require a uniformity of physical and mental type, a common idiom, a common religion, a distinctive style of costume, decoration, and thought, and a compact organisation acting with complete external unity. Like the Gothic cathedral, the national idea is never found complete with all its parts; but one has in Russia, with her insistence on political and religious orthodoxy, something approaching it pretty closely, and again in the inland and typical provinces of China, where even a strange pattern of hat arouses hostility. We had it in vigorous struggle to exist in England under the earlier Georges in the minds of those who supported the Established Church. The idea of the fundamental nature of nationality is so ingrained in thought, with all the usual exaggeration of implication, that no one laughs at talk about Swedish painting or American literature. And I will confess and point out that my own detachment from these delusions is so imperfect and discontinuous that in another passage I have committed myself to a short assertion of the exceptionally noble quality of the English imagination. [Footnote: Chapter the Seventh, § 6.] I am constantly gratified by flattering untruths about English superiority which I should reject indignantly were the application bluntly personal, and I am ever ready to believe the scenery of England, the poetry of England, even the decoration and music of England, in some mystic and impregnable way, the best. This habit of intensifying all class definitions, and particularly those in which one has a personal interest, is in the very constitution of man's mind. It is part of the defect of that instrument. We may watch against it and prevent it doing any great injustices, or leading us into follies, but to eradicate it is an altogether different matter. There it is, to be reckoned with, like the coccyx, the pineal eye, and the vermiform appendix. And a too consistent attack on it may lead simply to its inversion, to a vindictively pro-foreigner attitude that is equally unwise.","HGWells"
"The second sort of aggregatory ideas, running very often across the boundaries of national ideas and in conflict with them, are religious ideas. In Western Europe true national ideas only emerged to their present hectic vigour after the shock of the Reformation had liberated men from the great tradition of a Latin-speaking Christendom, a tradition the Roman Catholic Church has sustained as its modification of the old Latin-speaking Imperialism in the rule of the pontifex maximus. There was, and there remains to this day, a profound disregard of local dialect and race in the Roman Catholic tradition, which has made that Church a persistently disintegrating influence in national life. Equally spacious and equally regardless of tongues and peoples is the great Arabic-speaking religion of Mahomet. Both Christendom and Islam are indeed on their secular sides imperfect realisations of a Utopian World State. But the secular side was the weaker side of these cults; they produced no sufficiently great statesmen to realise their spiritual forces, and it is not in Rome under pontifical rule, nor in Munster under the Anabaptists, but rather in Thomas à Kempis and Saint Augustin's City of God that we must seek for the Utopias of Christianity.","HGWells"
"In the last hundred years a novel development of material forces, and especially of means of communication, has done very much to break up the isolations in which nationality perfected its prejudices and so to render possible the extension and consolidation of such a world-wide culture as mediæval Christendom and Islam foreshadowed. The first onset of these expansive developments has been marked in the world of mind by an expansion of political ideals—Comte's “Western Republic” (1848) was the first Utopia that involved the synthesis of numerous States—by the development of “Imperialisms” in the place of national policies, and by the search for a basis for wider political unions in racial traditions and linguistic affinities. Anglo-Saxonism, Pan-Germanism, and the like are such synthetic ideas. Until the eighties, the general tendency of progressive thought was at one with the older Christian tradition which ignored “race,” and the aim of the expansive liberalism movement, so far as it had a clear aim, was to Europeanise the world, to extend the franchise to negroes, put Polynesians into trousers, and train the teeming myriads of India to appreciate the exquisite lilt of The Lady of the Lake. There is always some absurdity mixed with human greatness, and we must not let the fact that the middle Victorians counted Scott, the suffrage and pantaloons among the supreme blessings of life, conceal from us the very real nobility of their dream of England's mission to the world....","HGWells"
"We of this generation have seen a flood of reaction against such universalism. The great intellectual developments that centre upon the work of Darwin have exacerbated the realisation that life is a conflict between superior and inferior types, it has underlined the idea that specific survival rates are of primary significance in the world's development, and a swarm of inferior intelligences has applied to human problems elaborated and exaggerated versions of these generalisations. These social and political followers of Darwin have fallen into an obvious confusion between race and nationality, and into the natural trap of patriotic conceit. The dissent of the Indian and Colonial governing class to the first crude applications of liberal propositions in India has found a voice of unparalleled penetration in Mr. Kipling, whose want of intellectual deliberation is only equalled by his poietic power. The search for a basis for a new political synthesis in adaptable sympathies based on linguistic affinities, was greatly influenced by Max Müller's unaccountable assumption that language indicated kindred, and led straight to wildly speculative ethnology, to the discovery that there was a Keltic race, a Teutonic race, an Indo-European race, and so forth. A book that has had enormous influence in this matter, because of its use in teaching, is J. R. Green's Short History of the English People, with its grotesque insistence upon Anglo-Saxonism. And just now, the world is in a sort of delirium about race and the racial struggle. The Briton forgetting his Defoe, [Footnote: The True-born Englishman.] the Jew forgetting the very word proselyte, the German forgetting his anthropometric variations, and the Italian forgetting everything, are obsessed by the singular purity of their blood, and the danger of contamination the mere continuance of other races involves. True to the law that all human aggregation involves the development of a spirit of opposition to whatever is external to the aggregation, extraordinary intensifications of racial definition are going on; the vileness, the inhumanity, the incompatibility of alien races is being steadily exaggerated. The natural tendency of every human being towards a stupid conceit in himself and his kind, a stupid depreciation of all unlikeness, is traded upon by this bastard science. With the weakening of national references, and with the pause before reconstruction in religious belief, these new arbitrary and unsubstantial race prejudices become daily more formidable. They are shaping policies and modifying laws, and they will certainly be responsible for a large proportion of the wars, hardships, and cruelties the immediate future holds in store for our earth.","HGWells"
"No generalisations about race are too extravagant for the inflamed credulity of the present time. No attempt is ever made to distinguish differences in inherent quality—the true racial differences—from artificial differences due to culture. No lesson seems ever to be drawn from history of the fluctuating incidence of the civilising process first upon this race and then upon that. The politically ascendant peoples of the present phase are understood to be the superior races, including such types as the Sussex farm labourer, the Bowery tough, the London hooligan, and the Paris apache; the races not at present prospering politically, such as the Egyptians, the Greeks, the Spanish, the Moors, the Chinese, the Hindoos, the Peruvians, and all uncivilised people are represented as the inferior races, unfit to associate with the former on terms of equality, unfit to intermarry with them on any terms, unfit for any decisive voice in human affairs. In the popular imagination of Western Europe, the Chinese are becoming bright gamboge in colour, and unspeakably abominable in every respect; the people who are black—the people who have fuzzy hair and flattish noses, and no calves to speak of—are no longer held to be within the pale of humanity. These superstitions work out along the obvious lines of the popular logic. The depopulation of the Congo Free State by the Belgians, the horrible massacres of Chinese by European soldiery during the Pekin expedition, are condoned as a painful but necessary part of the civilising process of the world. The world-wide repudiation of slavery in the nineteenth century was done against a vast sullen force of ignorant pride, which, reinvigorated by the new delusions, swings back again to power.","HGWells"
"“Science” is supposed to lend its sanction to race mania, but it is only “science” as it is understood by very illiterate people that does anything of the sort—“scientists'” science, in fact. What science has to tell about “The Races of Man” will be found compactly set forth by Doctor J. Deinker, in the book published under that title. [Footnote: See also an excellent paper in the American Journal of Sociology for March, 1904, The Psychology of Race Prejudice, by W. I. Thomas.] From that book one may learn the beginnings of race charity. Save for a few isolated pools of savage humanity, there is probably no pure race in the whole world. The great continental populations are all complex mixtures of numerous and fluctuating types. Even the Jews present every kind of skull that is supposed to be racially distinctive, a vast range of complexion—from blackness in Goa, to extreme fairness in Holland—and a vast mental and physical diversity. Were the Jews to discontinue all intermarriage with “other races” henceforth for ever, it would depend upon quite unknown laws of fecundity, prepotency, and variability, what their final type would be, or, indeed, whether any particular type would ever prevail over diversity. And, without going beyond the natives of the British Isles, one can discover an enormous range of types, tall and short, straight-haired and curly, fair and dark, supremely intelligent and unteachably stupid, straightforward, disingenuous, and what not. The natural tendency is to forget all this range directly “race” comes under discussion, to take either an average or some quite arbitrary ideal as the type, and think only of that. The more difficult thing to do, but the thing that must be done if we are to get just results in this discussion, is to do one's best to bear the range in mind.","HGWells"
"Let us admit that the average Chinaman is probably different in complexion, and, indeed, in all his physical and psychical proportions, from the average Englishman. Does that render their association upon terms of equality in a World State impossible? What the average Chinaman or Englishman may be, is of no importance whatever to our plan of a World State. It is not averages that exist, but individuals. The average Chinaman will never meet the average Englishman anywhere; only individual Chinamen will meet individual Englishmen. Now among Chinamen will be found a range of variety as extensive as among Englishmen, and there is no single trait presented by all Chinamen and no Englishman, or vice versa. Even the oblique eye is not universal in China, and there are probably many Chinamen who might have been “changed at birth,” taken away and educated into quite passable Englishmen. Even after we have separated out and allowed for the differences in carriage, physique, moral prepossessions, and so forth, due to their entirely divergent cultures, there remains, no doubt, a very great difference between the average Chinaman and the average Englishman; but would that amount to a wider difference than is to be found between extreme types of Englishmen?","HGWells"
"Be it remembered how doubtful and tainted is the bulk of our evidence in these matters. These are extraordinarily subtle inquiries, from which few men succeed in disentangling the threads of their personal associations—the curiously interwoven strands of self-love and self-interest that affect their inquiries. One might almost say that instinct fights against such investigations, as it does undoubtedly against many necessary medical researches. But while a long special training, a high tradition and the possibility of reward and distinction, enable the medical student to face many tasks that are at once undignified and physically repulsive, the people from whom we get our anthropological information are rarely men of more than average intelligence, and of no mental training at all. And the problems are far more elusive. It surely needs at least the gifts and training of a first-class novelist, combined with a sedulous patience that probably cannot be hoped for in combination with these, to gauge the all-round differences between man and man. Even where there are no barriers of language and colour, understanding may be nearly impossible. How few educated people seem to understand the servant class in England, or the working men! Except for Mr. Bart Kennedy's A Man Adrift, I know of scarcely any book that shows a really sympathetic and living understanding of the navvy, the longshore sailor man, the rough chap of our own race. Caricatures, luridly tragic or gaily comic, in which the misconceptions of the author blend with the preconceptions of the reader and achieve success, are, of course, common enough. And then consider the sort of people who pronounce judgments on the moral and intellectual capacity of the negro, the Malay, or the Chinaman. You have missionaries, native schoolmasters, employers of coolies, traders, simple downright men, who scarcely suspect the existence of any sources of error in their verdicts, who are incapable of understanding the difference between what is innate and what is acquired, much less of distinguishing them in their interplay. Now and then one seems to have a glimpse of something really living—in Mary Kingsley's buoyant work, for instance—and even that may be no more than my illusion.","HGWells"
"For my own part I am disposed to discount all adverse judgments and all statements of insurmountable differences between race and race. I talk upon racial qualities to all men who have had opportunities of close observation, and I find that their insistence upon these differences is usually in inverse proportion to their intelligence. It may be the chance of my encounters, but that is my clear impression. Common sailors will generalise in the profoundest way about Irishmen, and Scotchmen, and Yankees, and Nova Scotians, and “Dutchies,” until one might think one talked of different species of animal, but the educated explorer flings clear of all these delusions. To him men present themselves individualised, and if they classify it is by some skin-deep accident of tint, some trick of the tongue, or habit of gesture, or such-like superficiality. And after all there exists to-day available one kind at least of unbiassed anthropological evidence. There are photographs. Let the reader turn over the pages of some such copiously illustrated work as The Living Races of Mankind, [Footnote: The Living Races of Mankind, by H. N. Hutchinson, J. W. Gregory, and R. Lydekker. (Hutchinson.)] and look into the eyes of one alien face after another. Are they not very like the people one knows? For the most part, one finds it hard to believe that, with a common language and common social traditions, one would not get on very well with these people. Here or there is a brutish or evil face, but you can find as brutish and evil in the Strand on any afternoon. There are differences no doubt, but fundamental incompatibilities—no! And very many of them send out a ray of special resemblance and remind one more strongly of this friend or that, than they do of their own kind. One notes with surprise that one's good friend and neighbour X and an anonymous naked Gold Coast negro belong to one type, as distinguished from one's dear friend Y and a beaming individual from Somaliland, who as certainly belong to another.","HGWells"
"In one matter the careless and prejudiced nature of accepted racial generalisations is particularly marked. A great and increasing number of people are persuaded that “half-breeds” are peculiarly evil creatures—as hunchbacks and bastards were supposed to be in the middle ages. The full legend of the wickedness of the half-breed is best to be learnt from a drunken mean white from Virginia or the Cape. The half-breed, one hears, combines all the vices of either parent, he is wretchedly poor in health and spirit, but vindictive, powerful, and dangerous to an extreme degree, his morals—the mean white has high and exacting standards—are indescribable even in whispers in a saloon, and so on, and so on. There is really not an atom of evidence an unprejudiced mind would accept to sustain any belief of the sort. There is nothing to show that the children of racial admixture are, as a class, inherently either better or worse in any respect than either parent. There is an equally baseless theory that they are better, a theory displayed to a fine degree of foolishness in the article on Shakespeare in the Encyclopædia Britannica. Both theories belong to the vast edifice of sham science that smothers the realities of modern knowledge. It may be that most “half-breeds” are failures in life, but that proves nothing. They are, in an enormous number of cases, illegitimate and outcast from the normal education of either race; they are brought up in homes that are the battle-grounds of conflicting cultures; they labour under a heavy premium of disadvantage. There is, of course, a passing suggestion of Darwin's to account for atavism that might go to support the theory of the vileness of half-breeds, if it had ever been proved. But, then, it never has been proved. There is no proof in the matter at all.","HGWells"
"Now there are various ways of exterminating a race, and most of them are cruel. You may end it with fire and sword after the old Hebrew fashion; you may enslave it and work it to death, as the Spaniards did the Caribs; you may set it boundaries and then poison it slowly with deleterious commodities, as the Americans do with most of their Indians; you may incite it to wear clothing to which it is not accustomed and to live under new and strange conditions that will expose it to infectious diseases to which you yourselves are immune, as the missionaries do the Polynesians; you may resort to honest simple murder, as we English did with the Tasmanians; or you can maintain such conditions as conduce to “race suicide,” as the British administration does in Fiji. Suppose, then, for a moment, that there is an all-round inferior race; a Modern Utopia is under the hard logic of life, and it would have to exterminate such a race as quickly as it could. On the whole, the Fijian device seems the least cruel. But Utopia would do that without any clumsiness of race distinction, in exactly the same manner, and by the same machinery, as it exterminates all its own defective and inferior strains; that is to say, as we have already discussed in Chapter the Fifth, § 1, by its marriage laws, and by the laws of the minimum wage. That extinction need never be discriminatory. If any of the race did, after all, prove to be fit to survive, they would survive—they would be picked out with a sure and automatic justice from the over-ready condemnation of all their kind.","HGWells"
"Is there, however, an all-round inferior race in the world? Even the Australian black-fellow is, perhaps, not quite so entirely eligible for extinction as a good, wholesome, horse-racing, sheep-farming Australian white may think. These queer little races, the black-fellows, the Pigmies, the Bushmen, may have their little gifts, a greater keenness, a greater fineness of this sense or that, a quaintness of the imagination or what not, that may serve as their little unique addition to the totality of our Utopian civilisation. We are supposing that every individual alive on earth is alive in Utopia, and so all the surviving “black-fellows” are there. Every one of them in Utopia has had what none have had on earth, a fair education and fair treatment, justice, and opportunity. Suppose that the common idea is right about the general inferiority of these people, then it would follow that in Utopia most of them are childless, and working at or about the minimum wage, and some will have passed out of all possibility of offspring under the hand of the offended law; but still—cannot we imagine some few of these little people—whom you must suppose neither naked nor clothed in the European style, but robed in the Utopian fashion—may have found some delicate art to practise, some peculiar sort of carving, for example, that justifies God in creating them? Utopia has sound sanitary laws, sound social laws, sound economic laws; what harm are these people going to do?","HGWells"
"I will begin the story of my adventures with a certain morning early in the month of June, the year of grace 1751, when I took the key for the last time out of the door of my father's house. The sun began to shine upon the summit of the hills as I went down the road; and by the time I had come as far as the manse, the blackbirds were whistling in the garden lilacs, and the mist that hung around the valley in the time of the dawn was beginning to arise and die away.","Stevenson"
"Ay? said Mr. Campbell. Very well, Davie. Then it behoves me to tell your fortune; or so far as I may. When your mother was gone, and your father (the worthy, Christian man) began to sicken for his end, he gave me in charge a certain letter, which he said was your inheritance. 'So soon,' says he, 'as I am gone, and the house is redd up and the gear disposed of' (all which, Davie, hath been done), 'give my boy this letter into his hand, and start him off to the house of Shaws, not far from Cramond. That is the place I came from,' he said, 'and it's where it befits that my boy should return. He is a steady lad,' your father said, 'and a canny goer; and I doubt not he will come safe, and be well lived where he goes.'","Stevenson"
"Nay, said Mr. Campbell, who can tell that for a surety? But the name of that family, Davie, boy, is the name you bear—Balfours of Shaws: an ancient, honest, reputable house, peradventure in these latter days decayed. Your father, too, was a man of learning as befitted his position; no man more plausibly conducted school; nor had he the manner or the speech of a common dominie; but (as ye will yourself remember) I took aye a pleasure to have him to the manse to meet the gentry; and those of my own house, Campbell of Kilrennet, Campbell of Dunswire, Campbell of Minch, and others, all well-kenned gentlemen, had pleasure in his society. Lastly, to put all the elements of this affair before you, here is the testamentary letter itself, superscrived by the own hand of our departed brother.","Stevenson"
